path,bytes,sha256
02_brand_assets/v2_placeholder_reference/assets/frame-04.png,1157148,f0f3ff64d6a2359967f5a7db6c66e4b8c6ad850de66ff7503ebe21b37b4c6957
02_brand_assets/v2_placeholder_reference/assets/frame-05.png,1156930,7ef9f2e30eeb623d1d6910c588d6e0a365084fd57a4fcc94b0e31f88c84b1882
02_brand_assets/v2_placeholder_reference/assets/frame-06.png,1165819,8553bdea636096621ba1921dcad7fb8925006527e2e40a373a55f9676723b849
02_brand_assets/v2_placeholder_reference/assets/frame-07.png,1163482,217426a5c21d59415e8ef6ad0cd609ce5cba0cde3703172e874e94c59c1f2acf
02_brand_assets/v2_placeholder_reference/assets/frame-08.png,1157260,38e14ebb8e53c879268c2324bd2b7616f58358e9344dfcbc872b22574822b27f
02_brand_assets/v2_placeholder_reference/assets/frame-09.png,1156187,e15ff65e9f242b81f379c6aa7f11023b331ad5bf0dd539cd1f8e3f8dab70cbbd
02_brand_assets/v2_placeholder_reference/assets/frame-10.png,1159077,d614d0d973aae3a4f003a081ddd625912dcd8c3161350497ec644f09e13ab257
02_brand_assets/v2_placeholder_reference/assets/frame-11.png,1152306,0b177ac2c87063e259f8988ec6d25b0957c9ad212dd9510b10660b3567ca3200
02_brand_assets/v2_placeholder_reference/assets/frame-12.png,1157900,0de69bde7523a84992edff63caf2a3327107dd2e21d7c94351a62016d5f23e5e
02_brand_assets/v2_placeholder_reference/assets/frame-13.png,1157257,b60366aafd9280398eb29504e1daadf0f0cf5cd47f106cadaca57207e47fcdee
02_brand_assets/v2_placeholder_reference/assets/frame-14.png,1158917,3433690bbcb90adab5f6de15648e154344c8ad61828dbf72ed03dd1a719c3ab3
02_brand_assets/v2_placeholder_reference/assets/syre-logo-dark.svg,10759,0f5decd8594efb5cb720c4a0346de9a717cd4fcd6d559f333c31270d583091d0
02_brand_assets/v2_placeholder_reference/assets/syre-logo-white.svg,10781,92e69605d590782df0c5cd0a070750a2a810f4d9a18ddca8cdbda88458278a7c
02_brand_assets/v2_placeholder_reference/IMPLEMENTATION_REPORT.md,10991,59c9d8d865398d8a535fc83637d43634b3f13a3721c9921c0be9adf0b57c1f46
02_brand_assets/v2_placeholder_reference/index.html,4283,7821268ff8cc2735f704621deb7908323c58e75df04253cceb963b61e7bf313b
02_brand_assets/v2_placeholder_reference/README.md,3610,5fc72c945236abc2e1f8ff3d888de6627bac37ef880c015faca053fd5d56130a
02_brand_assets/v2_placeholder_reference/screenshots/runtime-desktop-1440x900-pointer.png,78408,d6d058a5d99ca21fbd2550d0cb67c62ff73577e2e2fbb74dab45f1bfffdfe799
02_brand_assets/v2_placeholder_reference/screenshots/runtime-mobile-390x844-pointer.png,33917,8880e5c8c5d01976f3829fd2a46dad74ade9f020f87cf7c811b27899ab0085eb
02_brand_assets/v2_placeholder_reference/screenshots/source-assets-all14.png,575107,68050bcb2df3a35ea8cf8c02f8b1135b8acd9afe037043fef5ef799224549934
02_brand_assets/v2_placeholder_reference/styles.css,6599,391247068c3c917db8829c29d2033b2c0754d39f928247e34b4cf0bbec76dbe7
02_brand_assets/v2_placeholder_reference/SYRE_DESIGN.md,7783,1604802e0d4d7d87cfc0162ad80f0c0f29b6e6a13186fef8f41a098833a73594
02_brand_assets/v2_placeholder_reference/SYRE_ONLY_CLEAN_MANIFEST.json,5292,b301afb1b58106f54fe8fd73f59b66f8d6c78fe68e0318b0d703af3e7fb38019
03_current_site_reference/legacy_image_manifest.json,13573,ebf0b1c067de63631fb970138e73c06ec89c9673c4245902e2c4e30cbb477714
03_current_site_reference/legacy_images_reference_only/0563f68a82910d1d-bg-contact.jpg,278464,34500ddfb049365b6f7c7e0fedc88b3c459bda2f8ddf56b85b3c81f707dbfaea
03_current_site_reference/legacy_images_reference_only/088509b3c8e75181-14-2.png,439126,fa02ab539679759a60ca4f4ecc9cd97f63e2236ff243fe9cedfd95fcf6c32eec
03_current_site_reference/legacy_images_reference_only/0a735d4df2231898-bg-innovation.jpg,124120,b0715939d75a4183d60dd9f1a835dd169a42ed06a2b7fa4f776ecf41d4ba3c1e
03_current_site_reference/legacy_images_reference_only/0b50fc72cdb5876f-6.png,7532,586bd0e153603b4ab852d60ea610176c8a6ff4d9f84ad79f46da800ec689c6d2
03_current_site_reference/legacy_images_reference_only/11f6de0055fe0548-8.png,7883,ef1c88540f7aacac5844f381f919fcd94a0ed22671e3c8f4d56ed792036c1700
03_current_site_reference/legacy_images_reference_only/12c1fab8c4ab6701-logo-dark-2.svg,10805,00b90a1ee562fb8185aa0a65d64d8e0115c444110a0f21ed40e88f5c02fa9c76
03_current_site_reference/legacy_images_reference_only/154d50019021fe58-10.png,8287,ec8f40786404981f574705c08a3e8264ed387cda349b08a8e22af7822baa075b
03_current_site_reference/legacy_images_reference_only/1f1eb3dc19aa3c40-4.png,7591,f3ec40d83df0b895202908237e0d3b4226f00571f2d24f5fed6cc4693f9b2cfd
03_current_site_reference/legacy_images_reference_only/29325e38b8a66102-13-2.png,469910,5b36e5c4fffa344d97fb4fd93d0dce2b957cf9b9bf9548dcebcda2339b795edc
03_current_site_reference/legacy_images_reference_only/2f1bfcc7864c1a1d-4-3.png,446719,cb94a6e5c6872dfd4c3c5e3ad0788f65b3082f0553dc4aa48cf61096eece4b0e
03_current_site_reference/legacy_images_reference_only/3461f7c0db81d57c-10-2.png,471847,499e936122f8e6c53443bc183aed394b7e258590bbe0e17bc4b73cfea2816d15
03_current_site_reference/legacy_images_reference_only/3b68697b68b95723-1.png,5936,c49413dc8d68794f4cbb3e633f7ca0e684e686b4d2c6a7607702d2c09537c578
03_current_site_reference/legacy_images_reference_only/424b35bf20e2fe0d-1-4.png,345265,d04f73afa0d1f61a7f4a29bf1c65e1e047a9d3224ae45771de6a359459118ef2
03_current_site_reference/legacy_images_reference_only/433824df7e33ef6d-2-4.png,401796,2de946d8609a69d6b3ec06399d05832a0ccf4997e29e5f05273dbb5c2ba2d639
03_current_site_reference/legacy_images_reference_only/45cb0a39a886b6ae-9.png,7576,bb96b62dd9fcabcbb179193102dfb64eb6dfcdb2e5fb8e33001d9b47edd7eebc
03_current_site_reference/legacy_images_reference_only/46c76e477f6e04e6-12-1.png,450192,66331937569b095a181584b0eea3e84160520674d0ea8402d4dfd4b6ea6a739b
03_current_site_reference/legacy_images_reference_only/59923359a9420610-bg-about.jpg,147083,36052afb57d029b530795ea6f11d3bc153e92db3fded4517a5c9fd90091cf78c
03_current_site_reference/legacy_images_reference_only/64f1e81fd6672c19-Medium_Gray.png,24392,6b5f4a90619606ceebe2a2c4a496f608eb8a29b738207c01873211a8d8410459
03_current_site_reference/legacy_images_reference_only/6c4d8457b71f1c18-bg-main.jpg,234520,9a9696d049af2fd7132ed3beb724d76414db4418ce96b8bf3b67da226a5ce5bd
03_current_site_reference/legacy_images_reference_only/6de112e0b8d3cff4-3-4.png,446286,a04c7e26640d29b64ee34eac076420db52571068a1a7812ee3f7aa003a184d66
03_current_site_reference/legacy_images_reference_only/7789503d6f13b4ad-14.png,7968,05b3a24d3370a5e8bd57ad904448727bc2a8c6f2880f60df80ab01181d5223c5
03_current_site_reference/legacy_images_reference_only/795f0fa87fd77d5f-3.png,7464,1863db7d379ea5867e8d14364c154b245feba6a14b47279cc6985f16c8bf60bd
03_current_site_reference/legacy_images_reference_only/7d982f4f7852c234-innovation-1.png,112377,079463b99311de9413b9669f64300ec1c0307fa3651549b61d9b0d51f7b669d0
03_current_site_reference/legacy_images_reference_only/882d0b953ece50be-7.png,8016,74cf90a451613937473a1a892c56664300d3c3a503041a4ef2a9bf997a4995b0
03_current_site_reference/legacy_images_reference_only/8a451fe61530d63d-8-2.png,430384,de19b0b97950309d5294a3971a8d79d5dcd5f058c45eda77530443390f9bd9f5
03_current_site_reference/legacy_images_reference_only/8f6aa78c49ed778f-11-2.png,448379,e95ccea141eeeea5422b8fbc65a2c951c82984d152024f08a9fbd857d882fabd
03_current_site_reference/legacy_images_reference_only/949e31ae5bfaaf35-4_D0_B5_D0_BB_D1_8C_D0_BD_D0_BE-_D0_B1_D0_B0_D0_BD_D0_BA_D0_B0-China-Blue-v2.png,10855,5e9d2046f1c76e7f15d50778d9cec6c56eac1b6cfe452b8cefd13b194166b161
03_current_site_reference/legacy_images_reference_only/9af4a1a4e47e9cd2-9-2.png,454871,42f7bbe3684e0258a69714241d2b97efc847b41ab7c033325f51d1611d2cbdca
03_current_site_reference/legacy_images_reference_only/a7892f96bb48ff61-13.png,7979,ecd4445733b43c321024fb7ceb134e26e490943bd808acc7bf35d64a3d832fef
03_current_site_reference/legacy_images_reference_only/b00dd53572563776-7-2.png,405469,b033fcae8953fbbae305f82dd38917577155c22e78bdb7e9003dbebe1a5c5244
03_current_site_reference/legacy_images_reference_only/ba667552a1ef646a-bg-video.jpg,226357,364bead994661efd8933544cf112d78d218675db6531c36e3061e84cbd6b282d
03_current_site_reference/legacy_images_reference_only/cfbc853fe361bf07-5-2.png,452641,89fde205a1ce5398f8805a6379365ad12081ec017a65cccceb47c7a644ad94ee
03_current_site_reference/legacy_images_reference_only/d18c04058c105868-logo.svg,10781,92e69605d590782df0c5cd0a070750a2a810f4d9a18ddca8cdbda88458278a7c
03_current_site_reference/legacy_images_reference_only/d8250af49c86dfb8-11.png,6626,b83f027e0b8a1bfe95a554119ef45e85d648e61411b836e13c7cb63731078c14
03_current_site_reference/legacy_images_reference_only/db339e6e5603a97a-6-2.png,307252,36361d6283b8a16d336b2a8ca56bb81a01c05a717782e35cd0497ab361c5825f
03_current_site_reference/legacy_images_reference_only/ee0ff9c13fa58ef1-2.png,6883,e80c16ebae910be96a2af726478c05a199e68dbd9bbcf454afe2f90ba22dec45
03_current_site_reference/legacy_images_reference_only/f74db4df8a609c9f-logo-dark.svg,10759,0f5decd8594efb5cb720c4a0346de9a717cd4fcd6d559f333c31270d583091d0
03_current_site_reference/legacy_images_reference_only/f81d30df509da4cb-_BE_D0_BD_D1_84_D0_B8_D0_B3_D1_83_D1_80_D0_B0_D1_82_D0_BE_D1_80_D0_B0-M-G-v2.png,456607,69371f462b38eab8f34c17032a95ad9450faeba381963caef0a10d37858a8ba8
03_current_site_reference/legacy_images_reference_only/ffd8157c590f5e5b-12.png,7299,29077bdf9c20abdb34d8060f0742ea44d59d106dfce46536d8d36b94b5e1e975
03_current_site_reference/legacy_product_data.json,3563,44ef8c45ee2d3872ef779eb8d7371c298bfff35b2c3c0955835c64d4827eecb9
03_current_site_reference/legacy_text/build.txt,1692,225e8e93a3e7b2326fd6cdc9c85657d28f93268a6e2e88bbea87081e2cd350a5
03_current_site_reference/legacy_text/contact.txt,306,2853c8564689169007499aec6ae5a3ce35682f09e62379a658c17ff78914506b
03_current_site_reference/legacy_text/home.txt,369,50ea7b4e65907689ac4e784286c2660bcb6c3a7e6205d99e3c3e3f7c6be8868f
03_current_site_reference/legacy_text/innovation.txt,2452,8d72a1297015a3404fd1b406503b790fd1d1e5dac1f0be76aabb0bd1136e445a
03_current_site_reference/legacy_text/punkcake.txt,4917,f13e821c40401aea3174a7ae44ade8e100484495856fbaae490a15c7c815c9ee
03_current_site_reference/legacy_text/ru.txt,802,2d298edbd488f6862904754102782b6c55227a305c6d6929f0900424f4f5958f
03_current_site_reference/legacy_text/ru_build.txt,2522,289a9ed881884a419d0ff8ffb4ffc28c8028e08a230ca1955683583b4661b002
03_current_site_reference/legacy_text/ru_contact.txt,414,a50ca86effb7ed77513cbfcca02cd48f2fc209bad234352a37d297a377d32779
03_current_site_reference/legacy_text/ru_innovation.txt,4680,97fe343d16651002ea9dd2c3b28867cc857a90ef9b7dddf973c2befb447ceb67
03_current_site_reference/legacy_text/ru_punkcake.txt,8812,765057e151d1feb100fc52387dac03a3052f184e629d52b28aa559fc4854c62a
03_current_site_reference/legacy_text/ru_terms.txt,7355,a9787b2357167f830e744d3ef838ea79f1282f939830647eb0231b47c6226be6
03_current_site_reference/legacy_text/terms.txt,3726,ea21261ef5df7b1b376ed1bfd1408c4a14a14e3f5c07673a277e060b6ecadd2d
03_current_site_reference/README.md,599,cd3c9bef8b0a35aad6b7f47e39f762290892daabf04e56da2f5ca41260360389
03_current_site_reference/SCRAPE_SUMMARY.json,2812,afdd6e64020b6795c518f4968192dc7f01df9d06af7fa6637d3af039eab7ec65
03_current_site_reference/screenshots/legacy-desktop-overview.jpg,397751,944730007b396ca116d8d11d39e0dfc85b9fb697d16d374c1bebb7dab56e1179
03_current_site_reference/screenshots/legacy-mobile-build-en.png,143019,899ab2f581b3c9f63989bf07240f670251786262829900099c181a1428fe466b
03_current_site_reference/screenshots/legacy-mobile-home-ru.png,446170,14adb3c344d062958f0b2fe4e6b438861839c73c9d5fa6e1f0cf4ffce97f1b6f
04_prototypes/concept_sources/C1/.dockerignore,150,5d514201607c8d2a09af38e487cc1fd4c89343deeabb5aae2d2a2c918b9681d4
04_prototypes/concept_sources/C1/.gitignore,89,4b1013a43c4fcdecc507c6e9807e2d0c5eb89bb573e959409c4cc95831327563
04_prototypes/concept_sources/C1/Dockerfile,667,ea8059eba07fd5330b8dc189d52cd5afb25c21e93aa911a1545ef267791ea77d
04_prototypes/concept_sources/C1/eslint.config.js,794,2b6c79f5de42aeeb274075228a5a5b8bff9899a043b625158096ddd1cf18f272
04_prototypes/concept_sources/C1/index.html,1414,a9c5907a53119ee9aac42c1d12542c487d6e4dc93cb1bcd0a2476b2161fb9ef1
04_prototypes/concept_sources/C1/nginx/nginx.conf,1710,a5513b0447fc82ce39aca4187cd5e9c4f1e6bccf6304318d3f21a29cc59ffbc6
04_prototypes/concept_sources/C1/package-lock.json,157487,d40effd59703a08e03e9efe7eeb7d19d9eb4ab494b4e334a1049595d69a75dc6
04_prototypes/concept_sources/C1/package.json,1157,bff11cddc115a360a7f12a2e9837d8820c88593ff6d589bd76760fcd1756e14b
04_prototypes/concept_sources/C1/playwright.config.ts,535,71916547a9cd5cdf2ca962fdd9be07dcfe33f305964bb043b868a7805d7726b0
04_prototypes/concept_sources/C1/public/favicon.svg,291,d71615a64502a39e98da8444bf437d34018fec46274a0abfaded20efb95b283b
04_prototypes/concept_sources/C1/public/robots.txt,23,16ceb5ee3e0dc13aa9adf31a3ebbe45a1d965b8c2b9f72eaf84e5911e140ed95
04_prototypes/concept_sources/C1/public/site.webmanifest,404,b0b3ec032a59c3dc878488b90573d920b951a20d25956648821462ed6f3ca3a9
04_prototypes/concept_sources/C1/public/social-preview.svg,2138,0743f9908f76982ee4c09e639e9578b0b182ab397bd3badbe5b59fb96f98ebaf
04_prototypes/concept_sources/C1/README.md,5989,ffadc593142d054f53aa4f0ffdb75fe83fb576e35891aa89cb457a616d2a9814
04_prototypes/concept_sources/C1/scripts/check-bundle.mjs,1759,97e8182362717ed6f3c4c62bc373988ac686605114d7b262df5db4de0123789d
04_prototypes/concept_sources/C1/scripts/public-http-qa.mjs,6533,c3b4d4060949ae28b4c1e2145b61dd6e7c4f1a3016e617af65d5bce514d48b23
04_prototypes/concept_sources/C1/src/App.test.tsx,6050,d1f83ec2be00a9411ab4b14eb126c1db52b00ab0cdab97068fdd6fcd2c5f27ab
04_prototypes/concept_sources/C1/src/App.tsx,25400,cc2e1b5bb73432d9b3032155d519215906015cdc72a398a3616ebc3be5064b4e
04_prototypes/concept_sources/C1/src/components/ErrorBoundary.tsx,1020,9edcaf24fc445fe9b799ddf2bb46bc1e9ee102426c834d529c47d9914187b45a
04_prototypes/concept_sources/C1/src/components/Icons.tsx,864,cc7b1a4ea7ef8d700103a25d3de3732681744c0a3f96fc76f8df1b43c387e1dd
04_prototypes/concept_sources/C1/src/content/siteContent.ts,11246,cada1f658d96318d28254828eee98a90e716414a667cb21abbd40db620f22b39
04_prototypes/concept_sources/C1/src/content/swatches.ts,2892,1561626e4bb53848f3065084b4ccd27e358b2013952c6e05bbc71424ff37d2cb
04_prototypes/concept_sources/C1/src/hooks/useThreadline.ts,2808,c46edc54974da00b22cd791c75c8749b26476cc66be4bed77630bdab3aa84730
04_prototypes/concept_sources/C1/src/main.tsx,339,daa37d8d9c10d174b0292cf4639ca368438154dacfe0e8543d1da91d8c58dcda
04_prototypes/concept_sources/C1/src/styles.css,28815,2e4805d9eec99420cf359d82da4c6f3d0703ee7ccc60bfad0ae377e1d761aecd
04_prototypes/concept_sources/C1/src/test/setup.ts,42,977afde26bba6a51325908cd7713cbfdc87d18f06b78b237c8f364c44864b7de
04_prototypes/concept_sources/C1/tests/e2e/site.spec.ts,13331,40e1ad38cf124e302fa9f1c7ddb2504fe232b18308f167dac9a0a12b4c8869f7
04_prototypes/concept_sources/C1/tsconfig.app.json,640,ba158a678c61d303fd5f1548c74f44f6075612831acd726317833e1dcf4a5451
04_prototypes/concept_sources/C1/tsconfig.json,119,770b4140bbb581e2dfd9ea9946ffc9c75a1d86ba7d2db5f77c83e37cbdf9d808
04_prototypes/concept_sources/C1/tsconfig.node.json,460,454e4ca79d95ba071795959169a1b03fedda418b93539dd9f561d5c30bc83336
04_prototypes/concept_sources/C1/vite.config.ts,357,d7e0329c35be0e30c61f9b70376e3262b21982d3be2cb502ad817506eca5dd05
04_prototypes/concept_sources/C3/.dockerignore,150,5d514201607c8d2a09af38e487cc1fd4c89343deeabb5aae2d2a2c918b9681d4
04_prototypes/concept_sources/C3/.gitignore,89,4b1013a43c4fcdecc507c6e9807e2d0c5eb89bb573e959409c4cc95831327563
04_prototypes/concept_sources/C3/Dockerfile,667,ea8059eba07fd5330b8dc189d52cd5afb25c21e93aa911a1545ef267791ea77d
04_prototypes/concept_sources/C3/eslint.config.js,794,2b6c79f5de42aeeb274075228a5a5b8bff9899a043b625158096ddd1cf18f272
04_prototypes/concept_sources/C3/index.html,1443,8e2fbad6f2b73ea98493b6e3089ff5aaad19aa497a56bd4bb8c771c381a93cb5
04_prototypes/concept_sources/C3/nginx/nginx.conf,1710,a5513b0447fc82ce39aca4187cd5e9c4f1e6bccf6304318d3f21a29cc59ffbc6
04_prototypes/concept_sources/C3/package-lock.json,157487,d40effd59703a08e03e9efe7eeb7d19d9eb4ab494b4e334a1049595d69a75dc6
04_prototypes/concept_sources/C3/package.json,1157,bff11cddc115a360a7f12a2e9837d8820c88593ff6d589bd76760fcd1756e14b
04_prototypes/concept_sources/C3/playwright.config.ts,535,71916547a9cd5cdf2ca962fdd9be07dcfe33f305964bb043b868a7805d7726b0
04_prototypes/concept_sources/C3/public/favicon.svg,291,d71615a64502a39e98da8444bf437d34018fec46274a0abfaded20efb95b283b
04_prototypes/concept_sources/C3/public/robots.txt,23,16ceb5ee3e0dc13aa9adf31a3ebbe45a1d965b8c2b9f72eaf84e5911e140ed95
04_prototypes/concept_sources/C3/public/site.webmanifest,404,b0b3ec032a59c3dc878488b90573d920b951a20d25956648821462ed6f3ca3a9
04_prototypes/concept_sources/C3/public/social-preview.svg,2138,0743f9908f76982ee4c09e639e9578b0b182ab397bd3badbe5b59fb96f98ebaf
04_prototypes/concept_sources/C3/README.md,5989,ffadc593142d054f53aa4f0ffdb75fe83fb576e35891aa89cb457a616d2a9814
04_prototypes/concept_sources/C3/scripts/check-bundle.mjs,1759,97e8182362717ed6f3c4c62bc373988ac686605114d7b262df5db4de0123789d
04_prototypes/concept_sources/C3/scripts/public-http-qa.mjs,6533,c3b4d4060949ae28b4c1e2145b61dd6e7c4f1a3016e617af65d5bce514d48b23
04_prototypes/concept_sources/C3/src/App.test.tsx,5520,e0297db64e193ef713b56f15bcadf37b2b96770580460652eb3ab21a7e9a4636
04_prototypes/concept_sources/C3/src/App.tsx,8272,fcf43a000e00916d891e36eec038c2d528df851aa3fa132f0eb0c8dc4ec8c1bd
04_prototypes/concept_sources/C3/src/components/ErrorBoundary.tsx,966,fb878163a21eeec70d43de204aa60275001a17434c87091dbfe672193cef8539
04_prototypes/concept_sources/C3/src/components/Icons.tsx,2283,6a192965441c19d8c975c9a88ae6006353ee8b5db49ef2f479f894af26697db7
04_prototypes/concept_sources/C3/src/components/RideReplay.tsx,14556,398cd4e0894ea6ce2de3c9def8b1117f8330c72f46de4ab0a80e20f127d40c08
04_prototypes/concept_sources/C3/src/content/rideContent.ts,8099,ebbc497c7afcf4249ab814dbd7e9e5c71c32eb7ecb211f28f8007da14947657e
04_prototypes/concept_sources/C3/src/content/siteContent.ts,7784,37741d207378586a34298008cdd577274ce0efb5ed7a1d5eea51defc228404e7
04_prototypes/concept_sources/C3/src/main.tsx,339,daa37d8d9c10d174b0292cf4639ca368438154dacfe0e8543d1da91d8c58dcda
04_prototypes/concept_sources/C3/src/reducer/rideReducer.test.ts,11144,94dfcc83c1565eaffe71ee5efaa02c3e57293d52e42212ca116207b14f7ec9c8
04_prototypes/concept_sources/C3/src/reducer/rideReducer.ts,7707,878e63284d857e8070930345f45c336204e025e46a731218d82dd88caa85e2c9
04_prototypes/concept_sources/C3/src/styles.css,26602,c2680f520683605fd15c28d36939d45566a4ee2c9ed1f487a9141c09c8c84cb7
04_prototypes/concept_sources/C3/src/test/setup.ts,42,977afde26bba6a51325908cd7713cbfdc87d18f06b78b237c8f364c44864b7de
04_prototypes/concept_sources/C3/tests/e2e/public-site.spec.ts,10979,11ac6257726d3213f35cd054265281f4973bb735d0d3d9f08eedd9f568ee4929
04_prototypes/concept_sources/C3/tests/e2e/site.spec.ts,10754,0ac5088953eaf45373f827a8dc6c53664ee43ff7c5433bd17ce68a65d9573086
04_prototypes/concept_sources/C3/tsconfig.app.json,640,ba158a678c61d303fd5f1548c74f44f6075612831acd726317833e1dcf4a5451
04_prototypes/concept_sources/C3/tsconfig.json,119,770b4140bbb581e2dfd9ea9946ffc9c75a1d86ba7d2db5f77c83e37cbdf9d808
04_prototypes/concept_sources/C3/tsconfig.node.json,460,454e4ca79d95ba071795959169a1b03fedda418b93539dd9f561d5c30bc83336
04_prototypes/concept_sources/C3/vite.config.ts,357,d7e0329c35be0e30c61f9b70376e3262b21982d3be2cb502ad817506eca5dd05
04_prototypes/concept_sources/C4/.dockerignore,150,5d514201607c8d2a09af38e487cc1fd4c89343deeabb5aae2d2a2c918b9681d4
04_prototypes/concept_sources/C4/.gitignore,89,4b1013a43c4fcdecc507c6e9807e2d0c5eb89bb573e959409c4cc95831327563
04_prototypes/concept_sources/C4/Dockerfile,667,ea8059eba07fd5330b8dc189d52cd5afb25c21e93aa911a1545ef267791ea77d
04_prototypes/concept_sources/C4/eslint.config.js,794,2b6c79f5de42aeeb274075228a5a5b8bff9899a043b625158096ddd1cf18f272
04_prototypes/concept_sources/C4/index.html,1392,78b24a839e2bbe72a1bc9084c63ca43fe991e4e6916f2b41de58b86689c79419
04_prototypes/concept_sources/C4/nginx/nginx.conf,1710,a5513b0447fc82ce39aca4187cd5e9c4f1e6bccf6304318d3f21a29cc59ffbc6
04_prototypes/concept_sources/C4/package-lock.json,157487,d40effd59703a08e03e9efe7eeb7d19d9eb4ab494b4e334a1049595d69a75dc6
04_prototypes/concept_sources/C4/package.json,1157,bff11cddc115a360a7f12a2e9837d8820c88593ff6d589bd76760fcd1756e14b
04_prototypes/concept_sources/C4/playwright.config.ts,535,71916547a9cd5cdf2ca962fdd9be07dcfe33f305964bb043b868a7805d7726b0
04_prototypes/concept_sources/C4/public/favicon.svg,376,4bd57f0f958c145ff9e8fc03851dbbc3c2243e28e253a9f437f882ad0d3cb998
04_prototypes/concept_sources/C4/public/robots.txt,23,16ceb5ee3e0dc13aa9adf31a3ebbe45a1d965b8c2b9f72eaf84e5911e140ed95
04_prototypes/concept_sources/C4/public/site.webmanifest,400,33b8e337b9b095db1d70a7860c72121560d8b085afe7b56d49672fea84dc66bb
04_prototypes/concept_sources/C4/public/social-preview.svg,1067,2454764b4c00a3b1e822351b493daf6a97c47fc3ac25babc6c63d3f3e299f708
